patient_id,path,dice,iou,sensitivity,specificity,precision,hd95,is_empty,pred_area,gt_area,hallucinated
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0001-00011.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0001-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0001-00013.jpg,1.666666626931601e-08,1.666666626931601e-08,1.0,0.998804211616516,1.666666626931601e-08,,True,60.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0001-00014.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0001-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0001-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0001-00019.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0001-00020.jpg,1.3812154753267691e-09,1.3812154753267691e-09,1.0,0.985570788383484,1.3812154753267691e-09,,True,724.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00001.jpg,2.1413275597126358e-09,2.1413275597126358e-09,1.0,0.9906927347183228,2.1413275597126358e-09,,True,467.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00002.jpg,1.1723328974255762e-09,1.1723328974255762e-09,1.0,0.982999861240387,1.1723328974255762e-09,,True,853.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00003.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00004.jpg,4.484304927387939e-09,4.484304927387939e-09,1.0,0.9955556392669678,4.484304927387939e-09,,True,223.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00005.jpg,2.1231423286138806e-09,2.1231423286138806e-09,1.0,0.990613043308258,2.1231423286138806e-09,,True,471.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00006.jpg,5.181347351168597e-09,5.181347351168597e-09,1.0,0.9961535334587096,5.181347351168597e-09,,True,193.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00009.jpg,1.0638298242326982e-08,1.0638298242326982e-08,1.0,0.9981265664100648,1.0638298242326982e-08,,True,94.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00010.jpg,5.6497175826564225e-09,5.6497175826564225e-09,1.0,0.996472418308258,5.6497175826564225e-09,,True,177.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00011.jpg,2.5641025303002607e-08,2.5641025303002607e-08,1.0,0.9992227554321288,2.5641025303002607e-08,,True,39.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00013.jpg,4.6948356313691875e-09,4.6948356313691875e-09,1.0,0.9957549571990968,4.6948356313691875e-09,,True,213.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00014.jpg,1.4064697184679176e-09,1.4064697184679176e-09,1.0,0.9858298897743224,1.4064697184679176e-09,,True,711.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00015.jpg,4.219409266426055e-09,4.219409266426055e-09,1.0,0.9952766299247742,4.219409266426055e-09,,True,237.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00016.jpg,3.846153617814707e-08,3.846153617814707e-08,1.0,0.9994817972183228,3.846153617814707e-08,,True,26.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00017.jpg,2.7700830518284647e-09,2.7700830518284647e-09,1.0,0.9928053021430968,2.7700830518284647e-09,,True,361.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00019.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0002-00020.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00001.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00002.jpg,6.5359477829929355e-09,6.5359477829929355e-09,1.0,0.9969507455825806,6.5359477829929355e-09,,True,153.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00003.jpg,9.090908292819223e-08,9.090908292819223e-08,1.0,0.999780774116516,9.090908292819223e-08,,True,11.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00004.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00005.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00006.jpg,5.952380810470004e-09,5.952380810470004e-09,1.0,0.9966517686843872,5.952380810470004e-09,,True,168.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00009.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00010.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00011.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00013.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00014.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00015.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00016.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00019.jpg,4.995004965202553e-10,4.995004965202553e-10,1.0,0.9601004719734192,4.995004965202553e-10,,True,2002.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0003-00020.jpg,7.1428569725640045e-09,7.1428569725640045e-09,1.0,0.9972098469734192,7.1428569725640045e-09,,True,140.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00001.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00002.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00003.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00004.jpg,3.52112672352689e-09,3.52112672352689e-09,1.0,0.9943399429321288,3.52112672352689e-09,,True,284.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00005.jpg,3.571428308646318e-08,3.571428308646318e-08,1.0,0.9994419813156128,3.571428308646318e-08,,True,28.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00006.jpg,4.048582802340661e-09,4.048582802340661e-09,1.0,0.9950773119926452,4.048582802340661e-09,,True,247.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00009.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00010.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00011.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00013.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00014.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00015.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00016.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00019.jpg,1.6977929062633732e-09,1.6977929062633732e-09,1.0,0.988261342048645,1.6977929062633732e-09,,True,589.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0004-00020.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00001.jpg,2.1276596040564755e-09,2.1276596040564755e-09,1.0,0.990632951259613,2.1276596040564755e-09,,True,470.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00002.jpg,1.0775862424594607e-09,1.0775862424594607e-09,1.0,0.9815050959587096,1.0775862424594607e-09,,True,928.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00003.jpg,3.579098128980718e-10,3.579098128980718e-10,1.0,0.944316029548645,3.579098128980718e-10,,True,2794.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00004.jpg,2.6089225224623647e-10,2.6089225224623647e-10,1.0,0.923608899116516,2.6089225224623647e-10,,True,3833.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00005.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00006.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00009.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00010.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00011.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00012.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00013.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00014.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00015.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00016.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00017.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00018.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00019.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00020.jpg,7.4074075762098354e-09,7.4074075762098354e-09,1.0,0.9973094463348388,7.4074075762098354e-09,,True,135.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00021.jpg,1.2195122245373112e-08,1.2195122245373112e-08,1.0,0.9983657598495485,1.2195122245373112e-08,,True,82.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00022.jpg,4.098360761872755e-09,4.098360761872755e-09,1.0,0.995137095451355,4.098360761872755e-09,,True,244.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00023.jpg,5.698005955956376e-10,5.698005955956376e-10,1.0,0.9650231003761292,5.698005955956376e-10,,True,1755.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00024.jpg,2.8960323028570656e-10,2.8960323028570656e-10,1.0,0.9311822652816772,2.8960323028570656e-10,,True,3453.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00025.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00026.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00027.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00028.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00029.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00030.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00031.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00032.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00033.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00034.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00035.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00036.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00037.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00038.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00039.jpg,4.714756918211549e-10,4.714756918211549e-10,1.0,0.9577288031578064,4.714756918211549e-10,,True,2121.0,0.0,True
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0005-00040.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0006-00001.jpg,1.0,1.0,1.0,1.0,1.0,,True,0.0,0.0,False
Patient#1,D:\Research\Multi-View Fusion Network\datasets\AJBDS-2023_extracted\AJBDS-2023\Training\Patient#1\Patient#1\input\IMG-0006-00002.jpg,9.460737748767656e-10,9.460737748767656e-10,1.0,0.9789341688156128,9.460737748767656e-10,,True,1057.0,0.0,True
