image_path,true_label,pred_label,plane,prob_0,prob_1,prob_2,prob_3,max_prob,correct,has_mask,dice,iou,gt_area,pred_area
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00574_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.039235048,0.060354438,0.05742213,0.84298843,0.84298843,True,True,0.002770083,0.002770083,0.0,360.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00575_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.03740504,0.056924585,0.045141123,0.86052924,0.86052924,True,True,0.0011750881,0.0011750881,0.0,850.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00576_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.042408366,0.060333334,0.04712551,0.8501328,0.8501328,True,True,0.0015082957,0.0015082957,0.0,662.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00577_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.03812011,0.057420984,0.04695727,0.8575017,0.8575017,True,True,0.0060975607,0.0060975607,0.0,163.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00578_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.035847176,0.057032444,0.0453815,0.86173886,0.86173886,True,True,0.14285715,0.14285715,0.0,6.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00579_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.04275771,0.05953737,0.0447441,0.85296077,0.85296077,True,True,0.002283105,0.002283105,0.0,437.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00580_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.040734608,0.063245215,0.051871903,0.8441482,0.8441482,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00581_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.043388203,0.07177997,0.053264264,0.8315675,0.8315675,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00582_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.043403026,0.053543266,0.049810432,0.85324335,0.85324335,True,True,0.0031152647,0.0031152647,0.0,320.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00583_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.045884866,0.06575914,0.044278126,0.8440779,0.8440779,True,True,0.001270648,0.001270648,0.0,786.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00584_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.06840138,0.070263214,0.050116874,0.8112185,0.8112185,True,True,0.0016447369,0.0016447369,0.0,607.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00585_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.038558446,0.066395685,0.04777634,0.84726954,0.84726954,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00586_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.112673506,0.15493038,0.09187168,0.64052445,0.64052445,True,True,0.0033333334,0.0033333334,0.0,299.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00587_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.037825987,0.05770591,0.04186955,0.86259854,0.86259854,True,True,0.004464286,0.004464286,0.0,223.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00588_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.07016191,0.16034755,0.061226197,0.7082643,0.7082643,True,True,0.05263158,0.05263158,0.0,18.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00589_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.2239517,0.27551994,0.09497337,0.40555507,0.40555507,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00590_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.1499853,0.19821371,0.07783034,0.5739706,0.5739706,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00591_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.04705947,0.061227456,0.039032724,0.8526804,0.8526804,True,True,0.00097276265,0.00097276265,0.0,1027.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00592_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.090359405,0.18658608,0.1031433,0.6199112,0.6199112,True,True,0.002,0.002,0.0,499.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00593_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.043804884,0.08258091,0.04748015,0.826134,0.826134,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00594_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.060314856,0.23977607,0.15439588,0.54551315,0.54551315,True,True,0.011764706,0.011764706,0.0,84.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00595_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.041159105,0.09302562,0.08692136,0.7788939,0.7788939,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00596_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.06729759,0.124734804,0.08197302,0.7259946,0.7259946,True,True,0.083333336,0.083333336,0.0,11.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00597_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.046716504,0.07732395,0.056737393,0.81922215,0.81922215,True,True,0.0022988506,0.0022988506,0.0,434.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00598_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.1460961,0.122830175,0.077354625,0.65371907,0.65371907,True,True,0.01724138,0.01724138,0.0,57.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00599_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.04838519,0.072599314,0.046942357,0.83207315,0.83207315,True,True,0.0018832391,0.0018832391,0.0,530.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00600_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.051357366,0.07161667,0.04977727,0.82724863,0.82724863,True,True,0.0010570824,0.0010570824,0.0,945.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00601_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.0599288,0.1463558,0.14626648,0.64744896,0.64744896,True,True,0.0008183306,0.0008183306,0.0,1221.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00602_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.056796998,0.15565814,0.14259604,0.64494884,0.64494884,True,True,0.11111111,0.11111111,0.0,8.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00603_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.038054306,0.06134743,0.06277158,0.8378266,0.8378266,True,True,0.007518797,0.007518797,0.0,132.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00604_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.08838513,0.17707779,0.11288083,0.6216563,0.6216563,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00605_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.071660206,0.13607019,0.0797478,0.71252185,0.71252185,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00606_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.03540988,0.1753285,0.35449767,0.434764,0.434764,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00607_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.04365115,0.071095385,0.055967145,0.82928634,0.82928634,True,True,0.001545595,0.001545595,0.0,646.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00608_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.0784592,0.10975736,0.05195974,0.7598238,0.7598238,True,True,0.00038095238,0.00038095238,0.0,2624.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00609_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.059496496,0.11907637,0.11340176,0.70802534,0.70802534,True,True,0.0022779044,0.0022779044,0.0,438.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00610_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.04036173,0.058754653,0.04379086,0.8570928,0.8570928,True,True,0.002118644,0.002118644,0.0,471.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00611_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.041035466,0.06361907,0.054869857,0.8404757,0.8404757,True,True,0.0028169013,0.0028169013,0.0,354.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00612_no_ax_t1.jpg,no_tumor,no_tumor,axial,0.09596216,0.17840767,0.06695968,0.65867054,0.65867054,True,True,0.00043103448,0.00043103448,0.0,2319.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00613_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.1317274,0.15221073,0.07507434,0.6409876,0.6409876,True,True,0.0016611295,0.0016611295,0.0,601.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00614_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.23962386,0.2564481,0.099634334,0.40429372,0.40429372,True,True,0.00043308793,0.00043308793,0.0,2308.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00615_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.17703119,0.25947234,0.11604321,0.44745323,0.44745323,True,True,0.0006097561,0.0006097561,0.0,1639.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00616_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.18417458,0.13634998,0.10849556,0.5709798,0.5709798,True,True,0.0009718173,0.0009718173,0.0,1028.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00617_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.06900349,0.08929716,0.08299061,0.75870883,0.75870883,True,True,0.0011520737,0.0011520737,0.0,867.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00618_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.09541177,0.09059909,0.08802629,0.7259628,0.7259628,True,True,0.00085763296,0.00085763296,0.0,1165.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00619_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.07534775,0.11283455,0.078196384,0.7336213,0.7336213,True,True,0.0021413276,0.0021413276,0.0,466.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00620_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.050696358,0.08569174,0.065927096,0.7976848,0.7976848,True,True,0.0067114094,0.0067114094,0.0,148.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00621_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.047889695,0.088319495,0.07641549,0.7873753,0.7873753,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00622_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.09825976,0.16445373,0.10029566,0.63699085,0.63699085,True,True,0.003773585,0.003773585,0.0,264.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00623_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.056872886,0.09438767,0.07050351,0.7782359,0.7782359,True,True,0.0031847134,0.0031847134,0.0,313.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00624_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.059256855,0.08592403,0.09159974,0.7632194,0.7632194,True,True,0.0019417476,0.0019417476,0.0,514.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00625_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.04988558,0.10193461,0.086658746,0.7615211,0.7615211,True,True,0.04347826,0.04347826,0.0,22.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00626_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.07510069,0.103708446,0.07737122,0.74381953,0.74381953,True,True,0.0012077295,0.0012077295,0.0,827.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00627_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.039000455,0.080651365,0.068181075,0.81216705,0.81216705,True,True,0.0019230769,0.0019230769,0.0,519.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00628_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.049214546,0.09467841,0.0840034,0.7721037,0.7721037,True,True,0.055555556,0.055555556,0.0,17.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00629_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.04859198,0.06896202,0.070942976,0.811503,0.811503,True,True,0.0009823183,0.0009823183,0.0,1017.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00630_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.04563844,0.09067428,0.07346613,0.7902211,0.7902211,True,True,0.00066312996,0.00066312996,0.0,1507.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00631_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.03940849,0.076445565,0.061877284,0.82226866,0.82226866,True,True,0.008130081,0.008130081,0.0,122.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00632_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.036814928,0.074331895,0.076728895,0.8121243,0.8121243,True,True,0.0014306152,0.0014306152,0.0,698.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00633_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.048195526,0.11015917,0.0979776,0.74366766,0.74366766,True,True,0.0034482758,0.0034482758,0.0,289.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00634_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.06256658,0.10858148,0.091167286,0.73768467,0.73768467,True,True,0.0011235955,0.0011235955,0.0,889.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00635_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.044720273,0.07622047,0.055600956,0.82345825,0.82345825,True,True,0.0013422819,0.0013422819,0.0,744.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00636_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.044546474,0.08751637,0.06746251,0.8004746,0.8004746,True,True,0.0014513788,0.0014513788,0.0,688.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00637_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.043208536,0.060165126,0.05710243,0.8395239,0.8395239,True,True,0.0088495575,0.0088495575,0.0,112.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00638_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.04672082,0.0692853,0.07897191,0.80502194,0.80502194,True,True,0.0005299417,0.0005299417,0.0,1886.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00639_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.035792306,0.06343391,0.04954732,0.8512265,0.8512265,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00640_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.04838254,0.10305291,0.08877211,0.7597924,0.7597924,True,True,0.008333334,0.008333334,0.0,119.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00641_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.041456975,0.06330701,0.06579673,0.8294393,0.8294393,True,True,0.0016051364,0.0016051364,0.0,622.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00642_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.04475519,0.06389011,0.0542758,0.8370789,0.8370789,True,True,0.0038910506,0.0038910506,0.0,256.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00643_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.041658025,0.06592241,0.07587623,0.81654334,0.81654334,True,True,0.0006872852,0.0006872852,0.0,1454.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00644_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.048375245,0.07821465,0.06631512,0.807095,0.807095,True,True,0.005235602,0.005235602,0.0,190.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00645_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.040016763,0.06054343,0.08858621,0.8108536,0.8108536,True,True,0.0069444445,0.0069444445,0.0,143.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00646_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.044890173,0.080889665,0.05486647,0.81935364,0.81935364,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00647_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.055121653,0.078573525,0.07157695,0.7947278,0.7947278,True,True,0.16666667,0.16666667,0.0,5.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00648_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.035064325,0.060615312,0.046452686,0.8578677,0.8578677,True,True,0.010526316,0.010526316,0.0,94.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00649_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.057612084,0.0845238,0.07488393,0.78298014,0.78298014,True,True,0.0012135922,0.0012135922,0.0,823.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00650_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.03669573,0.06396425,0.05099675,0.84834325,0.84834325,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00651_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.044460647,0.0572561,0.07237849,0.8259047,0.8259047,True,True,0.0021097045,0.0021097045,0.0,473.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00652_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.037442453,0.06833129,0.056070723,0.8381555,0.8381555,True,True,0.125,0.125,0.0,7.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00653_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.03682429,0.065839,0.059219763,0.83811694,0.83811694,True,True,0.016393442,0.016393442,0.0,60.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00654_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.041583538,0.062424276,0.07291013,0.823082,0.823082,True,True,0.004784689,0.004784689,0.0,208.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00655_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.04680236,0.0723828,0.056069817,0.82474494,0.82474494,True,True,0.0025125628,0.0025125628,0.0,397.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00656_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.09501372,0.14138438,0.084136404,0.67946553,0.67946553,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00657_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.038490903,0.055513866,0.05938346,0.8466118,0.8466118,True,True,0.007246377,0.007246377,0.0,137.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00658_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.11237261,0.19854863,0.10028846,0.58879036,0.58879036,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00659_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.097199075,0.08674663,0.06374471,0.75230956,0.75230956,True,True,0.004201681,0.004201681,0.0,237.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00660_no_co_t1.jpg,no_tumor,no_tumor,coronal,0.097199075,0.08674663,0.06374471,0.75230956,0.75230956,True,True,0.004201681,0.004201681,0.0,237.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00661_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.06743965,0.059052136,0.057123613,0.8163846,0.8163846,True,True,1.0,1.0,0.0,0.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00662_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.044278346,0.05079017,0.045461368,0.8594701,0.8594701,True,True,0.05263158,0.05263158,0.0,18.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00663_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.05324961,0.053145707,0.047523335,0.84608126,0.84608126,True,True,0.007575758,0.007575758,0.0,131.0
d:\Research\Multi-View Fusion Network\datasets\brisc2025\classification_task\test\no_tumor\brisc2025_test_00664_no_sa_t1.jpg,no_tumor,no_tumor,sagittal,0.040399145,0.050253008,0.050622422,0.8587254,0.8587254,True,True,0.0015948963,0.0015948963,0.0,626.0
